data_situacao_cadastral,motivo,uf,quantidade
2021-11,OBITO DO MEI - TITULAR FALECIDO,MG,1
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,9
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,4
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,4
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,5
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,3
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,22
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,3
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,6
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,2
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,5
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,3
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,10
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,23
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,6
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,2
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,9
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,5
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,3
2021-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,58
2021-12,OBITO DO MEI - TITULAR FALECIDO,AP,2
2021-12,OBITO DO MEI - TITULAR FALECIDO,BA,8
2021-12,OBITO DO MEI - TITULAR FALECIDO,CE,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,DF,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,ES,2
2021-12,OBITO DO MEI - TITULAR FALECIDO,GO,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,MA,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,MG,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,MS,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,MT,3
2021-12,OBITO DO MEI - TITULAR FALECIDO,PA,4
2021-12,OBITO DO MEI - TITULAR FALECIDO,PB,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,PE,3
2021-12,OBITO DO MEI - TITULAR FALECIDO,PI,2
2021-12,OBITO DO MEI - TITULAR FALECIDO,PR,8
2021-12,OBITO DO MEI - TITULAR FALECIDO,RJ,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,RN,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,SC,2
2021-12,OBITO DO MEI - TITULAR FALECIDO,SE,1
2021-12,OBITO DO MEI - TITULAR FALECIDO,SP,25
2022-01,ENCERRAMENTO DA FALENCIA,RJ,1
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,2
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,19
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,7
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,4
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,9
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,9
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,3
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,18
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,4
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,4
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,1
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,6
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,13
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,2
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,19
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,20
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,2
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,16
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,12
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,51
2022-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2022-01,OBITO DO MEI - TITULAR FALECIDO,MG,1
2022-01,OMISSAO DE DECLARACOES,AC,8
2022-01,OMISSAO DE DECLARACOES,AL,12
2022-01,OMISSAO DE DECLARACOES,AM,20
2022-01,OMISSAO DE DECLARACOES,AP,2
2022-01,OMISSAO DE DECLARACOES,BA,38
2022-01,OMISSAO DE DECLARACOES,CE,34
2022-01,OMISSAO DE DECLARACOES,DF,21
2022-01,OMISSAO DE DECLARACOES,ES,38
2022-01,OMISSAO DE DECLARACOES,GO,31
2022-01,OMISSAO DE DECLARACOES,MA,9
2022-01,OMISSAO DE DECLARACOES,MG,51
2022-01,OMISSAO DE DECLARACOES,MS,24
2022-01,OMISSAO DE DECLARACOES,MT,20
2022-01,OMISSAO DE DECLARACOES,PA,22
2022-01,OMISSAO DE DECLARACOES,PB,13
2022-01,OMISSAO DE DECLARACOES,PE,32
2022-01,OMISSAO DE DECLARACOES,PI,10
2022-01,OMISSAO DE DECLARACOES,PR,34
2022-01,OMISSAO DE DECLARACOES,RJ,144
2022-01,OMISSAO DE DECLARACOES,RN,12
2022-01,OMISSAO DE DECLARACOES,RO,5
2022-01,OMISSAO DE DECLARACOES,RR,3
2022-01,OMISSAO DE DECLARACOES,RS,42
2022-01,OMISSAO DE DECLARACOES,SC,31
2022-01,OMISSAO DE DECLARACOES,SE,7
2022-01,OMISSAO DE DECLARACOES,SP,255
2022-01,OMISSAO DE DECLARACOES,TO,4
2022-01,PEDIDO DE BAIXA INDEFERIDA,SP,1
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,4
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,3
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,12
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,4
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,10
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,6
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,19
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,4
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,2
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,4
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,3
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,17
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,21
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,5
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,2
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,2
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,12
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,16
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,59
2022-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,4
2022-02,OBITO DO MEI - TITULAR FALECIDO,RJ,1
2022-02,OMISSAO DE DECLARACOES,AC,1
2022-02,OMISSAO DE DECLARACOES,BA,6
2022-02,OMISSAO DE DECLARACOES,MG,51
2022-02,OMISSAO DE DECLARACOES,MT,2
2022-02,OMISSAO DE DECLARACOES,PB,1
2022-02,OMISSAO DE DECLARACOES,PR,3
2022-02,OMISSAO DE DECLARACOES,RJ,5
2022-02,OMISSAO DE DECLARACOES,RS,4
2022-02,OMISSAO DE DECLARACOES,SC,4
2022-02,OMISSAO DE DECLARACOES,SP,21
2022-02,OMISSAO DE DECLARACOES,TO,1
2022-03,ENCERRAMENTO DA FALENCIA,MA,1
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,3
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,2
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,5
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,5
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,3
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,3
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,4
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,3
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,36
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,5
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,2
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,2
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,7
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,17
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,14
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,15
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,8
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,3
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,66
2022-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,2
2022-03,INCORPORACAO,RJ,1
2022-03,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,GO,1
2022-03,OBITO DO MEI - TITULAR FALECIDO,BA,1
2022-03,OBITO DO MEI - TITULAR FALECIDO,MS,1
2022-03,OBITO DO MEI - TITULAR FALECIDO,RJ,2
2022-03,OBITO DO MEI - TITULAR FALECIDO,SP,1
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,2
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,4
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,10
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,8
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,5
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,3
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,19
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,2
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,4
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,5
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,4
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,17
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,10
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,4
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,5
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,2
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,50
2022-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2022-04,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,MG,1
2022-04,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,RJ,1
2022-04,OBITO DO MEI - TITULAR FALECIDO,PR,1
2022-04,OBITO DO MEI - TITULAR FALECIDO,SE,1
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,2
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AP,1
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,7
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,2
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,8
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,7
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,11
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,5
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,26
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,5
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,3
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,6
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,3
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,5
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,3
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,11
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,14
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,5
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,18
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,4
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,4
2022-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,50
2022-05,OBITO DO MEI - TITULAR FALECIDO,ES,1
2022-05,OBITO DO MEI - TITULAR FALECIDO,MG,1
2022-05,OBITO DO MEI - TITULAR FALECIDO,MS,1
2022-05,OBITO DO MEI - TITULAR FALECIDO,PR,2
2022-05,OBITO DO MEI - TITULAR FALECIDO,RJ,3
2022-05,OBITO DO MEI - TITULAR FALECIDO,SE,1
2022-05,OBITO DO MEI - TITULAR FALECIDO,SP,3
2022-05,PEDIDO DE BAIXA INDEFERIDA,SC,1
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,4
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,4
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,7
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,8
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,4
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,3
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,5
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,4
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,11
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,4
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,3
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,2
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,5
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,3
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,15
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,20
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,3
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,10
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,8
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2022-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,53
2022-06,OBITO DO MEI - TITULAR FALECIDO,MS,1
2022-06,OBITO DO MEI - TITULAR FALECIDO,PE,1
2022-06,OBITO DO MEI - TITULAR FALECIDO,PR,2
2022-06,OBITO DO MEI - TITULAR FALECIDO,SP,2
2022-06,OMISSAO DE DECLARACOES,AC,2
2022-06,OMISSAO DE DECLARACOES,AL,1
2022-06,OMISSAO DE DECLARACOES,AM,3
2022-06,OMISSAO DE DECLARACOES,AP,1
2022-06,OMISSAO DE DECLARACOES,BA,8
2022-06,OMISSAO DE DECLARACOES,CE,1
2022-06,OMISSAO DE DECLARACOES,DF,7
2022-06,OMISSAO DE DECLARACOES,ES,10
2022-06,OMISSAO DE DECLARACOES,GO,9
2022-06,OMISSAO DE DECLARACOES,MA,1
2022-06,OMISSAO DE DECLARACOES,MG,21
2022-06,OMISSAO DE DECLARACOES,MS,5
2022-06,OMISSAO DE DECLARACOES,MT,3
2022-06,OMISSAO DE DECLARACOES,PA,3
2022-06,OMISSAO DE DECLARACOES,PB,4
2022-06,OMISSAO DE DECLARACOES,PE,7
2022-06,OMISSAO DE DECLARACOES,PI,4
2022-06,OMISSAO DE DECLARACOES,PR,16
2022-06,OMISSAO DE DECLARACOES,RJ,28
2022-06,OMISSAO DE DECLARACOES,RN,3
2022-06,OMISSAO DE DECLARACOES,RO,1
2022-06,OMISSAO DE DECLARACOES,RR,1
2022-06,OMISSAO DE DECLARACOES,RS,10
2022-06,OMISSAO DE DECLARACOES,SC,13
2022-06,OMISSAO DE DECLARACOES,SE,1
2022-06,OMISSAO DE DECLARACOES,SP,76
2022-07,ENCERRAMENTO DA FALENCIA,CE,1
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,6
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,16
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,8
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,5
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,3
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,7
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,25
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,3
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,4
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,2
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,4
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,12
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,18
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,31
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,12
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,14
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,3
2022-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,54
2022-07,OBITO DO MEI - TITULAR FALECIDO,BA,1
2022-07,OBITO DO MEI - TITULAR FALECIDO,MA,1
2022-07,OBITO DO MEI - TITULAR FALECIDO,PA,1
2022-07,OBITO DO MEI - TITULAR FALECIDO,RJ,1
2022-07,OBITO DO MEI - TITULAR FALECIDO,SP,2
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,3
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,3
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AP,1
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,11
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,6
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,4
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,6
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,8
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,36
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,5
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,2
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,4
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,2
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,8
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,16
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,22
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,3
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,11
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,11
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,2
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,67
2022-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,4
2022-08,EXTINCAO-UNIFICACAO DA FILIAL,MT,1
2022-08,OBITO DO MEI - TITULAR FALECIDO,BA,1
2022-08,OBITO DO MEI - TITULAR FALECIDO,DF,1
2022-08,OBITO DO MEI - TITULAR FALECIDO,ES,1
2022-08,OBITO DO MEI - TITULAR FALECIDO,MG,4
2022-08,OBITO DO MEI - TITULAR FALECIDO,RJ,1
2022-08,OBITO DO MEI - TITULAR FALECIDO,SC,1
2022-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2022-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,2
2022-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,12
2022-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,13
2022-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
