uf,cidade,ativas,inativas,taxa_mortalidade
PE,CARPINA,8.0,14.0,0.6363636363636364
PE,CARUARU,39.0,59.0,0.6020408163265306
PE,CEDRO,0.0,1.0,1.0
PE,CHA DE ALEGRIA,1.0,1.0,0.5
PE,CHA GRANDE,0.0,2.0,1.0
PE,CONDADO,2.0,1.0,0.3333333333333333
PE,CORTES,1.0,0.0,0.0
PE,CUPIRA,0.0,2.0,1.0
PE,CUSTODIA,2.0,3.0,0.6
PE,ESCADA,3.0,4.0,0.5714285714285714
PE,EXU,2.0,1.0,0.3333333333333333
PE,FEIRA NOVA,0.0,1.0,1.0
PE,FERNANDO DE NORONHA,4.0,2.0,0.3333333333333333
PE,FERREIROS,0.0,2.0,1.0
PE,FLORES,0.0,1.0,1.0
PE,FLORESTA,2.0,3.0,0.6
PE,GAMELEIRA,0.0,2.0,1.0
PE,GARANHUNS,13.0,22.0,0.6285714285714286
PE,GOIANA,4.0,15.0,0.7894736842105263
PE,GRANITO,1.0,1.0,0.5
PE,GRAVATA,10.0,10.0,0.5
PE,IATI,0.0,1.0,1.0
PE,IBIMIRIM,0.0,4.0,1.0
PE,IGARASSU,13.0,19.0,0.59375
PE,ILHA DE ITAMARACA,2.0,4.0,0.6666666666666666
PE,INAJA,0.0,1.0,1.0
PE,IPOJUCA,13.0,22.0,0.6285714285714286
PE,ITAIBA,0.0,1.0,1.0
PE,ITAPISSUMA,5.0,3.0,0.375
PE,ITAQUITINGA,2.0,3.0,0.6
PE,JABOATAO DOS GUARARAPES,57.0,144.0,0.7164179104477612
PE,JATAUBA,0.0,1.0,1.0
PE,JOAO ALFREDO,0.0,1.0,1.0
PE,JOAQUIM NABUCO,0.0,1.0,1.0
PE,JUCATI,0.0,1.0,1.0
PE,JUREMA,1.0,0.0,0.0
PE,LAGOA DO CARRO,1.0,1.0,0.5
PE,LAGOA GRANDE,2.0,1.0,0.3333333333333333
PE,LAJEDO,1.0,2.0,0.6666666666666666
PE,LIMOEIRO,3.0,6.0,0.6666666666666666
PE,MACAPARANA,3.0,2.0,0.4
PE,MACHADOS,1.0,0.0,0.0
PE,MANARI,1.0,1.0,0.5
PE,MARAIAL,0.0,1.0,1.0
PE,MIRANDIBA,0.0,1.0,1.0
PE,MOREILANDIA,0.0,1.0,1.0
PE,MORENO,2.0,3.0,0.6
PE,NAZARE DA MATA,0.0,2.0,1.0
PE,OLINDA,35.0,124.0,0.779874213836478
PE,OROCO,0.0,2.0,1.0
PE,OURICURI,2.0,7.0,0.7777777777777778
PE,PALMARES,4.0,6.0,0.6
PE,PALMEIRINA,0.0,1.0,1.0
PE,PANELAS,1.0,1.0,0.5
PE,PARNAMIRIM,0.0,2.0,1.0
PE,PASSIRA,1.0,1.0,0.5
PE,PAUDALHO,2.0,3.0,0.6
PE,PAULISTA,40.0,90.0,0.6923076923076923
PE,PEDRA,0.0,1.0,1.0
PE,PESQUEIRA,0.0,5.0,1.0
PE,PETROLANDIA,2.0,2.0,0.5
PE,PETROLINA,42.0,79.0,0.6528925619834711
PE,POMBOS,1.0,2.0,0.6666666666666666
PE,PRIMAVERA,1.0,2.0,0.6666666666666666
PE,QUIPAPA,0.0,4.0,1.0
PE,RECIFE,180.0,515.0,0.7410071942446043
PE,RIBEIRAO,1.0,5.0,0.8333333333333334
PE,RIO FORMOSO,0.0,1.0,1.0
PE,SALGADINHO,0.0,1.0,1.0
PE,SALGUEIRO,3.0,8.0,0.7272727272727273
PE,SANHARO,0.0,3.0,1.0
PE,SANTA CRUZ,0.0,1.0,1.0
PE,SANTA CRUZ DO CAPIBARIBE,4.0,10.0,0.7142857142857143
PE,SANTA MARIA DA BOA VISTA,0.0,2.0,1.0
PE,SANTA TEREZINHA,0.0,1.0,1.0
PE,SAO BENEDITO DO SUL,0.0,1.0,1.0
PE,SAO BENTO DO UNA,0.0,3.0,1.0
PE,SAO CAITANO,2.0,4.0,0.6666666666666666
PE,SAO JOAO,0.0,2.0,1.0
PE,SAO JOAQUIM DO MONTE,0.0,1.0,1.0
PE,SAO JOSE DA COROA GRANDE,0.0,5.0,1.0
PE,SAO JOSE DO BELMONTE,1.0,2.0,0.6666666666666666
PE,SAO JOSE DO EGITO,2.0,1.0,0.3333333333333333
PE,SAO LOURENCO DA MATA,7.0,17.0,0.7083333333333334
PE,SAO VICENTE FERRER,1.0,1.0,0.5
PE,SERRA TALHADA,9.0,16.0,0.64
PE,SERRITA,0.0,1.0,1.0
PE,SERTANIA,2.0,6.0,0.75
PE,SIRINHAEM,1.0,3.0,0.75
PE,SURUBIM,3.0,0.0,0.0
PE,TABIRA,2.0,1.0,0.3333333333333333
PE,TACARATU,0.0,1.0,1.0
PE,TAMANDARE,3.0,3.0,0.5
PE,TAQUARITINGA DO NORTE,3.0,0.0,0.0
PE,TIMBAUBA,0.0,7.0,1.0
PE,TORITAMA,2.0,2.0,0.5
PE,TRACUNHAEM,0.0,1.0,1.0
PE,TRINDADE,0.0,7.0,1.0
PE,TRIUNFO,0.0,1.0,1.0
PE,VENTUROSA,1.0,0.0,0.0
PE,VERDEJANTE,0.0,1.0,1.0
PE,VERTENTES,0.0,1.0,1.0
PE,VICENCIA,0.0,2.0,1.0
PE,VITORIA DE SANTO ANTAO,10.0,11.0,0.5238095238095238
PI,AGUA BRANCA,0.0,3.0,1.0
PI,ALTOS,0.0,1.0,1.0
PI,ALVORADA DO GURGUEIA,2.0,1.0,0.3333333333333333
PI,AMARANTE,2.0,2.0,0.5
PI,ANGICAL DO PIAUI,1.0,0.0,0.0
PI,ANTONIO ALMEIDA,1.0,0.0,0.0
PI,AVELINO LOPES,1.0,0.0,0.0
PI,BAIXA GRANDE DO RIBEIRO,1.0,0.0,0.0
PI,BARRA D'ALCANTARA,0.0,1.0,1.0
PI,BARRAS,1.0,3.0,0.75
PI,BATALHA,0.0,1.0,1.0
PI,BELA VISTA DO PIAUI,0.0,1.0,1.0
PI,BENEDITINOS,1.0,1.0,0.5
PI,BOM JESUS,1.0,4.0,0.8
PI,BOM PRINCIPIO DO PIAUI,1.0,0.0,0.0
PI,BOQUEIRAO DO PIAUI,0.0,1.0,1.0
PI,BRASILEIRA,1.0,0.0,0.0
PI,BURITI DOS LOPES,1.0,0.0,0.0
PI,CABECEIRAS DO PIAUI,0.0,1.0,1.0
PI,CAJUEIRO DA PRAIA,0.0,1.0,1.0
PI,CAMPO MAIOR,4.0,7.0,0.6363636363636364
PI,CANTO DO BURITI,1.0,1.0,0.5
PI,CAPITAO DE CAMPOS,0.0,1.0,1.0
PI,CAPITAO GERVASIO OLIVEIRA,0.0,1.0,1.0
PI,CARIDADE DO PIAUI,1.0,0.0,0.0
PI,CASTELO DO PIAUI,1.0,1.0,0.5
PI,CAXINGO,1.0,0.0,0.0
PI,COCAL,1.0,0.0,0.0
PI,COCAL DE TELHA,0.0,2.0,1.0
PI,COCAL DOS ALVES,0.0,1.0,1.0
PI,COIVARAS,0.0,1.0,1.0
PI,COLONIA DO PIAUI,1.0,0.0,0.0
PI,CONCEICAO DO CANINDE,0.0,1.0,1.0
PI,CORRENTE,0.0,2.0,1.0
PI,CRISTINO CASTRO,2.0,1.0,0.3333333333333333
PI,CURIMATA,1.0,0.0,0.0
PI,DEMERVAL LOBAO,1.0,1.0,0.5
PI,ELESBAO VELOSO,0.0,1.0,1.0
PI,ESPERANTINA,1.0,2.0,0.6666666666666666
PI,FLORIANO,11.0,6.0,0.35294117647058826
PI,FRONTEIRAS,0.0,1.0,1.0
PI,GILBUES,0.0,1.0,1.0
PI,ITAINOPOLIS,0.0,1.0,1.0
PI,ITAUEIRA,0.0,2.0,1.0
PI,JOSE DE FREITAS,2.0,5.0,0.7142857142857143
PI,JUREMA,0.0,1.0,1.0
PI,LAGOA DO BARRO DO PIAUI,0.0,1.0,1.0
PI,LAGOA DO PIAUI,1.0,0.0,0.0
PI,LUIS CORREIA,2.0,3.0,0.6
PI,LUZILANDIA,0.0,2.0,1.0
PI,MATIAS OLIMPIO,2.0,0.0,0.0
PI,MIGUEL ALVES,0.0,3.0,1.0
PI,MONSENHOR GIL,0.0,1.0,1.0
PI,MONTE ALEGRE DO PIAUI,2.0,0.0,0.0
PI,MORRO DO CHAPEU DO PIAUI,0.0,1.0,1.0
PI,NAZARE DO PIAUI,0.0,1.0,1.0
PI,NOVO ORIENTE DO PIAUI,1.0,0.0,0.0
PI,OEIRAS,2.0,1.0,0.3333333333333333
PI,PAES LANDIM,1.0,1.0,0.5
PI,PARNAGUA,1.0,0.0,0.0
PI,PARNAIBA,18.0,21.0,0.5384615384615384
PI,PAULISTANA,1.0,0.0,0.0
PI,PAVUSSU,0.0,1.0,1.0
PI,PEDRO II,2.0,4.0,0.6666666666666666
PI,PICOS,7.0,13.0,0.65
PI,PIO IX,2.0,3.0,0.6
PI,PIRIPIRI,7.0,12.0,0.631578947368421
PI,PORTO,1.0,0.0,0.0
PI,REDENCAO DO GURGUEIA,1.0,0.0,0.0
PI,RIBEIRO GONCALVES,1.0,0.0,0.0
PI,SANTA CRUZ DOS MILAGRES,0.0,1.0,1.0
PI,SANTA FILOMENA,0.0,1.0,1.0
PI,SANTA ROSA DO PIAUI,1.0,1.0,0.5
PI,SANTANA DO PIAUI,0.0,1.0,1.0
PI,SANTO ANTONIO DE LISBOA,1.0,0.0,0.0
PI,SAO FRANCISCO DO PIAUI,0.0,1.0,1.0
PI,SAO GONCALO DO GURGUEIA,1.0,0.0,0.0
PI,SAO JOAO DA FRONTEIRA,1.0,0.0,0.0
PI,SAO JOAO DO PIAUI,3.0,0.0,0.0
PI,SAO LOURENCO DO PIAUI,0.0,2.0,1.0
PI,SAO MIGUEL DO TAPUIO,0.0,1.0,1.0
PI,SAO PEDRO DO PIAUI,1.0,2.0,0.6666666666666666
PI,SAO RAIMUNDO NONATO,2.0,3.0,0.6
PI,SIMOES,0.0,3.0,1.0
PI,SIMPLICIO MENDES,1.0,3.0,0.75
PI,SOCORRO DO PIAUI,1.0,0.0,0.0
PI,SUSSUAPARA,1.0,1.0,0.5
PI,TERESINA,92.0,152.0,0.6229508196721312
PI,UNIAO,1.0,4.0,0.8
PI,URUCUI,4.0,0.0,0.0
PI,VALENCA DO PIAUI,2.0,1.0,0.3333333333333333
PR,ABATIA,0.0,2.0,1.0
PR,ADRIANOPOLIS,1.0,0.0,0.0
PR,AGUDOS DO SUL,1.0,2.0,0.6666666666666666
PR,ALMIRANTE TAMANDARE,15.0,22.0,0.5945945945945946
PR,ALTAMIRA DO PARANA,1.0,0.0,0.0
PR,ALTO PARANA,0.0,2.0,1.0
PR,ALTO PIQUIRI,2.0,1.0,0.3333333333333333
PR,ALTONIA,3.0,6.0,0.6666666666666666
PR,ALVORADA DO SUL,3.0,4.0,0.5714285714285714
PR,AMAPORA,0.0,1.0,1.0
PR,AMPERE,2.0,3.0,0.6
PR,ANAHY,0.0,1.0,1.0
PR,ANDIRA,2.0,3.0,0.6
PR,ANGULO,1.0,1.0,0.5
PR,ANTONINA,7.0,9.0,0.5625
PR,ANTONIO OLINTO,0.0,4.0,1.0
PR,APUCARANA,22.0,33.0,0.6
PR,ARAPONGAS,21.0,39.0,0.65
PR,ARAPOTI,3.0,9.0,0.75
PR,ARARUNA,3.0,3.0,0.5
PR,ARAUCARIA,18.0,32.0,0.64
PR,ASSAI,3.0,4.0,0.5714285714285714
PR,ASSIS CHATEAUBRIAND,2.0,6.0,0.75
PR,ASTORGA,4.0,7.0,0.6363636363636364
PR,BALSA NOVA,3.0,4.0,0.5714285714285714
PR,BANDEIRANTES,6.0,11.0,0.6470588235294118
PR,BARBOSA FERRAZ,1.0,2.0,0.6666666666666666
PR,BARRACAO,1.0,6.0,0.8571428571428571
PR,BELA VISTA DA CAROBA,0.0,1.0,1.0
PR,BELA VISTA DO PARAISO,1.0,4.0,0.8
PR,BITURUNA,2.0,4.0,0.6666666666666666
PR,BOA ESPERANCA,1.0,0.0,0.0
PR,BOA VENTURA DE SAO ROQUE,0.0,1.0,1.0
PR,BOA VISTA DA APARECIDA,2.0,2.0,0.5
PR,BOCAIUVA DO SUL,0.0,5.0,1.0
PR,BOM JESUS DO SUL,0.0,2.0,1.0
PR,BOM SUCESSO,0.0,1.0,1.0
PR,BORRAZOPOLIS,0.0,4.0,1.0
PR,BRAGANEY,1.0,2.0,0.6666666666666666
PR,BRASILANDIA DO SUL,0.0,1.0,1.0
PR,CAFELANDIA,2.0,3.0,0.6
PR,CALIFORNIA,1.0,1.0,0.5
PR,CAMBARA,1.0,7.0,0.875
PR,CAMBE,8.0,19.0,0.7037037037037037
PR,CAMBIRA,0.0,3.0,1.0
PR,CAMPINA DA LAGOA,0.0,3.0,1.0
PR,CAMPINA DO SIMAO,1.0,3.0,0.75
PR,CAMPINA GRANDE DO SUL,6.0,8.0,0.5714285714285714
PR,CAMPO DO TENENTE,3.0,4.0,0.5714285714285714
PR,CAMPO LARGO,24.0,29.0,0.5471698113207547
PR,CAMPO MAGRO,1.0,0.0,0.0
PR,CAMPO MOURAO,19.0,41.0,0.6833333333333333
PR,CANDIDO DE ABREU,5.0,5.0,0.5
PR,CANDOI,1.0,4.0,0.8
PR,CANTAGALO,1.0,6.0,0.8571428571428571
PR,CAPANEMA,2.0,6.0,0.75
PR,CAPITAO LEONIDAS MARQUES,2.0,5.0,0.7142857142857143
PR,CARAMBEI,4.0,2.0,0.3333333333333333
PR,CARLOPOLIS,0.0,8.0,1.0
PR,CASCAVEL,41.0,90.0,0.6870229007633588
PR,CASTRO,10.0,15.0,0.6
PR,CATANDUVAS,1.0,2.0,0.6666666666666666
PR,CENTENARIO DO SUL,0.0,8.0,1.0
PR,CERRO AZUL,0.0,2.0,1.0
PR,CEU AZUL,2.0,3.0,0.6
PR,CHOPINZINHO,2.0,6.0,0.75
PR,CIANORTE,9.0,17.0,0.6538461538461539
PR,CIDADE GAUCHA,2.0,4.0,0.6666666666666666
PR,CLEVELANDIA,0.0,6.0,1.0
PR,COLOMBO,38.0,60.0,0.6122448979591837
PR,COLORADO,4.0,3.0,0.42857142857142855
PR,CONGONHINHAS,0.0,1.0,1.0
PR,CONTENDA,1.0,1.0,0.5
PR,CORBELIA,2.0,6.0,0.75
PR,CORNELIO PROCOPIO,4.0,15.0,0.7894736842105263
PR,CORONEL VIVIDA,3.0,8.0,0.7272727272727273
PR,CORUMBATAI DO SUL,0.0,1.0,1.0
PR,CRUZ MACHADO,3.0,2.0,0.4
PR,CRUZEIRO DO IGUACU,2.0,1.0,0.3333333333333333
PR,CRUZEIRO DO OESTE,2.0,2.0,0.5
PR,CRUZEIRO DO SUL,0.0,2.0,1.0
PR,CURITIBA,290.0,615.0,0.6795580110497238
PR,CURIUVA,3.0,2.0,0.4
PR,DIAMANTE D'OESTE,1.0,1.0,0.5
PR,DIAMANTE DO NORTE,1.0,0.0,0.0
PR,DIAMANTE DO SUL,0.0,1.0,1.0
PR,DOIS VIZINHOS,1.0,12.0,0.9230769230769231
PR,DOURADINA,3.0,4.0,0.5714285714285714
PR,DOUTOR CAMARGO,2.0,1.0,0.3333333333333333
PR,DOUTOR ULYSSES,1.0,0.0,0.0
PR,ENEAS MARQUES,1.0,2.0,0.6666666666666666
PR,ENGENHEIRO BELTRAO,1.0,3.0,0.75
PR,ENTRE RIOS DO OESTE,0.0,3.0,1.0
PR,ESPIGAO ALTO DO IGUACU,3.0,1.0,0.25
PR,FAROL,0.0,1.0,1.0
PR,FAXINAL,4.0,11.0,0.7333333333333333
PR,FAZENDA RIO GRANDE,13.0,30.0,0.6976744186046512
PR,FENIX,0.0,1.0,1.0
PR,FERNANDES PINHEIRO,0.0,2.0,1.0
PR,FIGUEIRA,1.0,3.0,0.75
PR,FLOR DA SERRA DO SUL,1.0,0.0,0.0
PR,FLORAI,0.0,2.0,1.0
PR,FLORESTA,2.0,3.0,0.6
PR,FLORESTOPOLIS,1.0,3.0,0.75
PR,FORMOSA DO OESTE,1.0,2.0,0.6666666666666666
PR,FOZ DO IGUACU,60.0,85.0,0.5862068965517241
PR,FRANCISCO ALVES,1.0,2.0,0.6666666666666666
PR,FRANCISCO BELTRAO,11.0,16.0,0.5925925925925926
PR,GENERAL CARNEIRO,2.0,7.0,0.7777777777777778
PR,GOIOERE,2.0,5.0,0.7142857142857143
PR,GRANDES RIOS,0.0,2.0,1.0
PR,GUAIRA,3.0,7.0,0.7
PR,GUAIRACA,1.0,0.0,0.0
PR,GUAPIRAMA,0.0,1.0,1.0
PR,GUARACI,1.0,1.0,0.5
PR,GUARANIACU,0.0,7.0,1.0
PR,GUARAPUAVA,15.0,39.0,0.7222222222222222
PR,GUARAQUECABA,1.0,2.0,0.6666666666666666
PR,GUARATUBA,9.0,27.0,0.75
PR,HONORIO SERPA,0.0,3.0,1.0
PR,IBAITI,5.0,8.0,0.6153846153846154
PR,IBEMA,0.0,2.0,1.0
PR,IBIPORA,5.0,14.0,0.7368421052631579
PR,ICARAIMA,3.0,2.0,0.4
PR,IGUARACU,0.0,2.0,1.0
PR,IMBAU,3.0,3.0,0.5
PR,IMBITUVA,2.0,4.0,0.6666666666666666
PR,INACIO MARTINS,1.0,3.0,0.75
PR,INAJA,1.0,1.0,0.5
PR,INDIANOPOLIS,1.0,0.0,0.0
PR,IPIRANGA,2.0,2.0,0.5
PR,IPORA,1.0,6.0,0.8571428571428571
PR,IRATI,8.0,16.0,0.6666666666666666
PR,IRETAMA,2.0,4.0,0.6666666666666666
PR,ITAGUAJE,0.0,1.0,1.0
PR,ITAIPULANDIA,1.0,3.0,0.75
PR,ITAMBARACA,0.0,4.0,1.0
PR,ITAMBE,0.0,2.0,1.0
PR,ITAPEJARA D'OESTE,2.0,5.0,0.7142857142857143
PR,ITAPERUCU,3.0,5.0,0.625
PR,IVAI,1.0,0.0,0.0
PR,IVAIPORA,6.0,17.0,0.7391304347826086
PR,IVATE,1.0,0.0,0.0
PR,IVATUBA,0.0,1.0,1.0
PR,JABOTI,2.0,0.0,0.0
PR,JACAREZINHO,9.0,13.0,0.5909090909090909
PR,JAGUAPITA,3.0,10.0,0.7692307692307693
PR,JAGUARIAIVA,3.0,8.0,0.7272727272727273
PR,JANDAIA DO SUL,1.0,2.0,0.6666666666666666
PR,JANIOPOLIS,2.0,4.0,0.6666666666666666
PR,JAPIRA,0.0,2.0,1.0
PR,JAPURA,0.0,2.0,1.0
PR,JARDIM ALEGRE,1.0,1.0,0.5
PR,JARDIM OLINDA,0.0,1.0,1.0
PR,JATAIZINHO,2.0,3.0,0.6
PR,JESUITAS,0.0,2.0,1.0
PR,JOAQUIM TAVORA,3.0,7.0,0.7
PR,JURANDA,1.0,1.0,0.5
PR,JUSSARA,1.0,3.0,0.75
PR,KALORE,0.0,1.0,1.0
PR,LAPA,4.0,8.0,0.6666666666666666
PR,LARANJAL,0.0,1.0,1.0
PR,LARANJEIRAS DO SUL,5.0,11.0,0.6875
PR,LEOPOLIS,2.0,1.0,0.3333333333333333
PR,LIDIANOPOLIS,0.0,1.0,1.0
PR,LOANDA,3.0,7.0,0.7
PR,LONDRINA,82.0,205.0,0.7142857142857143
PR,LUIZIANA,1.0,0.0,0.0
PR,LUNARDELLI,0.0,1.0,1.0
PR,LUPIONOPOLIS,0.0,1.0,1.0
PR,MALLET,0.0,3.0,1.0
PR,MAMBORE,1.0,5.0,0.8333333333333334
PR,MANDAGUACU,3.0,7.0,0.7
PR,MANDAGUARI,4.0,13.0,0.7647058823529411
PR,MANDIRITUBA,1.0,6.0,0.8571428571428571
PR,MANFRINOPOLIS,2.0,0.0,0.0
PR,MANGUEIRINHA,0.0,5.0,1.0
PR,MANOEL RIBAS,0.0,1.0,1.0
PR,MARECHAL CANDIDO RONDON,8.0,11.0,0.5789473684210527
PR,MARIA HELENA,0.0,3.0,1.0
PR,MARIALVA,2.0,10.0,0.8333333333333334
PR,MARILANDIA DO SUL,1.0,2.0,0.6666666666666666
PR,MARILUZ,1.0,3.0,0.75
PR,MARINGA,66.0,125.0,0.6544502617801047
PR,MARIOPOLIS,0.0,4.0,1.0
PR,MARIPA,1.0,1.0,0.5
PR,MARMELEIRO,2.0,2.0,0.5
PR,MARQUINHO,1.0,1.0,0.5
PR,MATELANDIA,1.0,8.0,0.8888888888888888
PR,MATINHOS,11.0,37.0,0.7708333333333334
PR,MATO RICO,2.0,0.0,0.0
PR,MAUA DA SERRA,0.0,3.0,1.0
PR,MEDIANEIRA,3.0,13.0,0.8125
PR,MERCEDES,0.0,2.0,1.0
PR,MIRADOR,0.0,1.0,1.0
PR,MOREIRA SALES,0.0,4.0,1.0
PR,MORRETES,5.0,4.0,0.4444444444444444
PR,MUNHOZ DE MELO,0.0,1.0,1.0
PR,NOSSA SENHORA DAS GRACAS,1.0,1.0,0.5
PR,NOVA AMERICA DA COLINA,2.0,0.0,0.0
PR,NOVA AURORA,0.0,1.0,1.0
PR,NOVA CANTU,1.0,1.0,0.5
PR,NOVA ESPERANCA,2.0,10.0,0.8333333333333334
PR,NOVA FATIMA,0.0,4.0,1.0
PR,NOVA LARANJEIRAS,0.0,2.0,1.0
PR,NOVA LONDRINA,1.0,5.0,0.8333333333333334
PR,NOVA OLIMPIA,2.0,3.0,0.6
PR,NOVA PRATA DO IGUACU,0.0,1.0,1.0
PR,NOVA SANTA BARBARA,0.0,1.0,1.0
PR,NOVA SANTA ROSA,1.0,4.0,0.8
PR,ORTIGUEIRA,3.0,14.0,0.8235294117647058
PR,OURIZONA,1.0,2.0,0.6666666666666666
PR,PAICANDU,11.0,5.0,0.3125
PR,PALMAS,7.0,10.0,0.5882352941176471
PR,PALMEIRA,6.0,4.0,0.4
PR,PALMITAL,1.0,4.0,0.8
PR,PALOTINA,5.0,11.0,0.6875
PR,PARAISO DO NORTE,1.0,3.0,0.75
PR,PARANACITY,1.0,3.0,0.75
PR,PARANAGUA,29.0,89.0,0.7542372881355932
PR,PARANAVAI,18.0,34.0,0.6538461538461539
PR,PATO BRAGADO,2.0,0.0,0.0
PR,PATO BRANCO,11.0,30.0,0.7317073170731707
PR,PAULA FREITAS,0.0,1.0,1.0
PR,PAULO FRONTIN,1.0,2.0,0.6666666666666666
PR,PEABIRU,1.0,7.0,0.875
PR,PEROBAL,0.0,2.0,1.0
PR,PEROLA,1.0,1.0,0.5
PR,PIEN,1.0,2.0,0.6666666666666666
PR,PINHAIS,15.0,32.0,0.6808510638297872
PR,PINHALAO,0.0,1.0,1.0
PR,PINHAO,2.0,6.0,0.75
PR,PIRAI DO SUL,2.0,2.0,0.5
PR,PIRAQUARA,11.0,25.0,0.6944444444444444
PR,PITANGA,4.0,12.0,0.75
PR,PLANALTO,0.0,2.0,1.0
PR,PONTA GROSSA,58.0,89.0,0.6054421768707483
PR,PONTAL DO PARANA,4.0,26.0,0.8666666666666667
PR,PORECATU,4.0,1.0,0.2
PR,PORTO AMAZONAS,1.0,0.0,0.0
PR,PORTO RICO,1.0,2.0,0.6666666666666666
PR,PORTO VITORIA,0.0,1.0,1.0
PR,PRADO FERREIRA,1.0,2.0,0.6666666666666666
PR,PRANCHITA,0.0,2.0,1.0
PR,PRIMEIRO DE MAIO,1.0,1.0,0.5
PR,PRUDENTOPOLIS,6.0,4.0,0.4
PR,QUARTO CENTENARIO,1.0,0.0,0.0
PR,QUATIGUA,0.0,2.0,1.0
PR,QUATRO BARRAS,4.0,5.0,0.5555555555555556
PR,QUEDAS DO IGUACU,3.0,5.0,0.625
PR,QUERENCIA DO NORTE,2.0,5.0,0.7142857142857143
PR,QUINTA DO SOL,0.0,3.0,1.0
PR,QUITANDINHA,2.0,5.0,0.7142857142857143
PR,RAMILANDIA,0.0,1.0,1.0
PR,RANCHO ALEGRE D'OESTE,0.0,1.0,1.0
PR,REALEZA,3.0,1.0,0.25
PR,REBOUCAS,2.0,2.0,0.5
PR,RENASCENCA,0.0,3.0,1.0
PR,RESERVA,3.0,10.0,0.7692307692307693
PR,RESERVA DO IGUACU,3.0,1.0,0.25
PR,RIBEIRAO CLARO,1.0,6.0,0.8571428571428571
PR,RIBEIRAO DO PINHAL,1.0,3.0,0.75
PR,RIO AZUL,2.0,0.0,0.0
PR,RIO BOM,0.0,1.0,1.0
PR,RIO BONITO DO IGUACU,0.0,2.0,1.0
PR,RIO BRANCO DO IVAI,1.0,0.0,0.0
PR,RIO BRANCO DO SUL,4.0,7.0,0.6363636363636364
PR,RIO NEGRO,2.0,11.0,0.8461538461538461
PR,ROLANDIA,10.0,12.0,0.5454545454545454
PR,RONCADOR,2.0,1.0,0.3333333333333333
PR,RONDON,0.0,3.0,1.0
PR,ROSARIO DO IVAI,0.0,1.0,1.0
PR,SABAUDIA,0.0,1.0,1.0
PR,SALTO DO ITARARE,0.0,4.0,1.0
PR,SALTO DO LONTRA,2.0,3.0,0.6
PR,SANTA AMELIA,1.0,1.0,0.5
PR,SANTA CECILIA DO PAVAO,0.0,1.0,1.0
PR,SANTA CRUZ DE MONTE CASTELO,1.0,6.0,0.8571428571428571
PR,SANTA FE,2.0,1.0,0.3333333333333333
PR,SANTA HELENA,4.0,7.0,0.6363636363636364
PR,SANTA INES,0.0,1.0,1.0
PR,SANTA ISABEL DO IVAI,0.0,2.0,1.0
PR,SANTA IZABEL DO OESTE,0.0,4.0,1.0
PR,SANTA MARIA DO OESTE,1.0,2.0,0.6666666666666666
PR,SANTA MARIANA,0.0,1.0,1.0
PR,SANTA MONICA,0.0,1.0,1.0
PR,SANTA TEREZA DO OESTE,4.0,1.0,0.2
PR,SANTA TEREZINHA DE ITAIPU,1.0,5.0,0.8333333333333334
PR,SANTANA DO ITARARE,0.0,1.0,1.0
PR,SANTO ANTONIO DA PLATINA,4.0,14.0,0.7777777777777778
PR,SANTO ANTONIO DO SUDOESTE,3.0,9.0,0.75
PR,SANTO INACIO,2.0,1.0,0.3333333333333333
PR,SAO JERONIMO DA SERRA,2.0,4.0,0.6666666666666666
PR,SAO JOAO,1.0,4.0,0.8
PR,SAO JOAO DO CAIUA,0.0,1.0,1.0
PR,SAO JOAO DO IVAI,0.0,2.0,1.0
PR,SAO JOAO DO TRIUNFO,0.0,2.0,1.0
PR,SAO JORGE D'OESTE,3.0,1.0,0.25
PR,SAO JORGE DO IVAI,1.0,0.0,0.0
PR,SAO JORGE DO PATROCINIO,0.0,1.0,1.0
PR,SAO JOSE DA BOA VISTA,1.0,3.0,0.75
PR,SAO JOSE DOS PINHAIS,43.0,71.0,0.6228070175438597
PR,SAO MATEUS DO SUL,1.0,16.0,0.9411764705882353
PR,SAO MIGUEL DO IGUACU,1.0,4.0,0.8
PR,SAO PEDRO DO IVAI,0.0,1.0,1.0
PR,SAO SEBASTIAO DA AMOREIRA,0.0,1.0,1.0
PR,SAO TOME,0.0,1.0,1.0
PR,SAPOPEMA,1.0,2.0,0.6666666666666666
PR,SARANDI,15.0,20.0,0.5714285714285714
PR,SAUDADE DO IGUACU,1.0,1.0,0.5
PR,SENGES,4.0,4.0,0.5
PR,SERTANEJA,2.0,3.0,0.6
PR,SERTANOPOLIS,5.0,4.0,0.4444444444444444
PR,SIQUEIRA CAMPOS,5.0,4.0,0.4444444444444444
PR,TAMBOARA,1.0,0.0,0.0
PR,TAPEJARA,1.0,2.0,0.6666666666666666
PR,TAPIRA,0.0,1.0,1.0
PR,TEIXEIRA SOARES,0.0,4.0,1.0
PR,TELEMACO BORBA,10.0,20.0,0.6666666666666666
PR,TERRA BOA,3.0,4.0,0.5714285714285714
PR,TERRA RICA,1.0,3.0,0.75
PR,TERRA ROXA,2.0,6.0,0.75
PR,TIBAGI,2.0,8.0,0.8
PR,TIJUCAS DO SUL,7.0,6.0,0.46153846153846156
PR,TOLEDO,17.0,42.0,0.711864406779661
PR,TOMAZINA,1.0,2.0,0.6666666666666666
PR,TRES BARRAS DO PARANA,2.0,3.0,0.6
